上車站牌名稱,下車站牌名稱,票證數,上序,下序,現行_公里,鏡像_公里
南埔加油站,磯崎海水浴場,3,11,44,29.58,37.65
豐濱,南樟原,3,64,90,22.06,24.13
花蓮大橋,成功,3,19,126,95.7,108.49
南埔加油站,嶺頂,3,11,21,8.84,7.41
南東興,成功,3,56,126,67.89,68.84
奚卜蘭遊客中心,永福,3,80,105,31.01,21.27
花蓮轉運站,蜈蚣坑,3,1,37,40.25,32.37
市民廣場,長光,3,3,99,95.4,87.56
豐濱,南竹湖,3,64,109,45.66,41.58
南石梯坪,寧埔社區,3,74,113,42.95,30.82
中正國小,港口,3,8,76,60.59,66.5
北立德,成功,3,65,126,53.89,61.77
南埔加油站,長光,3,11,99,84.23,84.12
石梯灣,長濱,3,70,100,32.94,23.37
港口,靜浦國小,3,76,81,4.38,2.88
水璉,蕃薯寮休息區,3,34,38,4.64,5.8
海岸南海四街口,小港,3,15,62,41.58,47.67
中正國小,長濱鄉公所,3,8,103,93.16,87.18
花蓮文創園區(中正),大俱來,3,6,93,82.08,80.15
中正國小,北福德,3,8,24,17.69,11.72
永豐橋,豐濱監工站,3,58,63,9.86,3.43
大坑,親不知子海上古道,3,22,48,21.87,32.58
鹽寮,立德,2,27,62,32.95,36.21
親不知子海上古道,北東興,2,46,52,3.68,4.63
明禮國小,長虹橋,2,4,75,63.53,67.67
海岸南海十一街口,港口,2,17,72,48.18,60.44
南樟原,樟原,2,85,86,0.8,0.79
帝君廟,海岸南海二街口,2,2,14,15.43,5.06
豐濱,豐濱,2,60,60,0,0
明禮國小,石梯坪遊憩區,2,4,68,60.02,62.65
南埔加油站,長濱,2,11,95,75.21,81.08
大坑,橄樹腳,2,22,30,6.16,9.01
仁里橋,城子埔,2,9,93,78.2,78.97
明禮國小,明禮國小,2,4,4,0,0
仁里橋,千禧山莊,2,9,82,64.08,69.27
百齡,長濱,2,50,95,42.72,38.27
北石梯坪,大港口,2,69,74,2.2,4.33
新社梯田,石梯坪遊憩區,2,47,68,20.64,20.2
海岸南海十一街口,石梯漁港,2,17,67,45.83,55.46
海岸南海八街口,月洞,2,16,71,48.46,60.85
中正國小,新社梯田,2,8,47,36.18,40.48
月洞,長虹橋,2,71,75,2.13,1.45
深橋,三間屋,2,56,89,33.53,28.07
中正國小,北八桑安,2,8,105,95.4,89.96
中華路,鹽寮,2,5,27,21.12,15.29
北石梯坪,南樟原,2,69,85,9.77,9.91
靜浦教會,大峯村,2,78,83,4.22,2.49
三富橋,三富橋,2,81,81,0,0
南福德,豐濱監工站,2,25,59,26.32,35.25
奚卜蘭遊客中心,長濱分駐所,2,76,96,24.69,16.83
海岸南海二街口,牛山,2,14,35,18.74,23.11
明禮國小,水璉,2,4,34,28.68,26.89
南埔加油站,千禧山莊,2,11,82,60.56,68.65
和南寺,大石鼻山步道,2,26,43,16.64,24.58
明禮國小,立德,2,4,62,54.33,52.21
帝君廟,南福德,2,2,25,24.56,15.65
獅子山,靜浦教會,2,73,78,2.82,2.6
石梯漁港,長虹橋,2,67,75,4.29,6.14
中福站,靜浦國小,2,7,77,61.98,67.53
南埔加油站,海岸南海一街口,2,11,13,2.19,0.89
花蓮文創園區(中正),真柄,2,6,92,81.67,78.17
花蓮文創園區(中正),北立德,2,6,61,51.47,50.29
市民廣場,大坑,2,3,22,20.8,11.87
海岸南海二街口,寧埔社區,2,14,107,88.65,89.12
牛寮坑,三仙台遊憩區,2,38,118,74.33,72.4
吉安分局,鹽寮,2,10,27,14.36,13.3
石梯坪遊憩區,北石梯坪,2,68,69,0.69,0.31
新社,三仙台遊憩區,2,48,118,67.68,61.07
石梯坪遊憩區,靜浦教會,2,68,78,5.15,6.84
水璉,牛寮坑,2,34,38,4.64,5.8
豐濱,八桑安,2,60,106,51.11,41.92
南埔加油站,月洞,2,11,71,52.92,63.21
真柄,三仙台遊憩區,2,92,118,24.9,25.71
靜浦國小,靜浦國小,2,77,77,0,0
海岸南海十一街口,深橋,2,17,56,30.42,42.58
花蓮文創園區(中正),北石梯坪,2,6,69,59.63,61.75
千禧山莊,長光,2,82,94,14.31,12.18
中華路,三間,2,5,90,79.08,76.51
中華路,真柄,2,5,92,82.48,78.66
海岸南海二街口,磯崎,2,14,40,24.2,31.37
三富橋,三間,2,81,90,11.18,5.88
吉安分局,磯崎道班房,2,10,41,29.35,36.05
中華紙漿廠(海岸路),和南寺,2,18,26,5.87,8.23
南東興,大港口,2,53,74,20.15,20.15
三間屋,長光,2,89,94,5.99,7.12
大港口,真柄,2,74,92,19.85,12.09
豐濱監工站,大峯村,2,59,83,22,21.97
海洋公園,北石梯坪,2,23,69,41.26,50.79
明禮國小,百齡,2,4,50,40.97,45.82
三間,城山,2,90,104,18.52,13.37
北回歸線,大峯村,2,80,83,1.8,1.33
豐濱,白守蓮,2,60,117,58.82,52.21
仁里橋,磯崎道班房,2,9,41,31.43,36.37
中華路,界橋,2,5,110,103.7,95.92
新社國小,奚卜蘭遊客中心,2,49,76,23.24,23.59
海岸南海四街口,水璉,2,15,34,15.93,22.34
花蓮文創園區(中正),嶺頂,2,6,21,16.24,9.21
北回歸線,小港,2,80,115,39.08,29.92
吉安分局,恩主公廟,2,10,57,37.73,46.23
海岸東海十五街口,立德,2,12,62,44.87,48.84
海岸南海二街口,親不知子海上古道,2,14,46,26.76,37.7
仁里橋,北福德,2,9,24,15.94,11.3
明禮國小,北福德,2,4,24,20.89,13.69
石梯漁港,靜浦,2,67,79,6.78,8.53
帝君廟,北福德,2,2,24,24.39,14.56
南埔加油站,砂脈橋,2,11,39,26.49,30.57
長光,八桑安,2,94,106,16.28,8.89
三富橋,南樟原,2,81,85,2.32,1.52
海岸南海十一街口,南福德,2,17,25,7.66,8.71
三富橋,重安,2,81,112,37.34,25.93
磯崎道班房,豐濱,2,41,60,12.13,12.04
鹽寮,港口,2,27,72,40.2,50.5
中華路,花蓮轉運站,2,5,1,7.71,2.39
三富橋,長濱分駐所,2,81,96,20.31,13.95
仁里橋,七七高地,2,9,20,11.79,7.08
長光,南永福,2,94,100,10.69,4.82
中正國小,鹽寮,2,8,27,18.19,14.03
水璉,小港,2,34,58,18.4,22.45
花蓮文創園區(中正),南東興,2,6,53,41.67,45.93
城子埔,寧埔社區,2,93,107,17.42,11.94
市民廣場,海岸南海二街口,2,3,14,14.62,4.61
大峯村,長濱,2,83,95,14.3,12.1
海岸南海二街口,大石鼻山步道,2,14,43,25.94,35.73
海巡防,橄樹腳教會,2,28,29,0.58,2.52
深橋,長光,2,56,94,39.52,35.19
仁里橋,大峯村,2,9,83,64.43,69.61
橄樹腳教會,三仙台遊憩區,2,29,118,84.16,85.24
三間,三仙台遊憩區,2,90,118,28.31,27.86
北回歸線,界橋,2,80,110,36.38,25.97
七七高地,海洋公園,2,20,23,2.71,2.71
新莊,三仙台遊憩區,2,51,118,66.08,58.83
樟原,八桑安,2,86,106,28.35,19.06
海岸南海十一街口,長濱分駐所,2,17,96,75.07,79.23
12號橋,磯崎道班房,2,31,41,11.64,17.19
海洋公園,靜浦,2,23,79,46.58,57.89
大港口,靜浦教會,2,74,78,2.26,2.21
石梯坪遊憩區,大港口,2,68,74,2.89,4.64
長光,城山,2,94,104,14.52,6.76
靜浦教會,八桑安,2,78,106,34.46,23.23
竹湖國小,八桑安,2,101,106,4.91,3.91
吉安分局,長光,2,10,94,76.32,81.13
中華路,大灣,2,5,63,56.67,52.04
小港,豐濱,2,58,60,1.43,1.47
長濱,小港,2,95,115,22.99,16.49
新社梯田,南石梯坪,2,47,70,21.72,22.83
大俱來,三仙台遊憩區,2,88,118,31.19,30.01
海洋公園,白守蓮,2,23,117,87.89,90.84
大港口,奚卜蘭遊客中心,2,74,76,0.88,1.18
仁里橋,北真柄,2,9,91,75.18,75.05
中華紙漿廠(海岸路),石梯坪遊憩區,2,18,68,44.66,55.56
石梯漁港,靜浦國小,2,67,77,4.98,7.55
田組,三仙台遊憩區,2,98,118,17.47,18.55
花蓮文創園區(中正),中華紙漿廠(海岸路),2,6,18,14.28,5.89
葛瑪蘭民宿,石門休憩區,2,44,64,19.23,12.45
花蓮文創園區(中正),花蓮大橋,2,6,19,14.93,7.78
海岸南海二街口,三間屋,2,14,89,65.43,72.53
海岸南海四街口,大港口,2,15,74,50.15,62.74
大石鼻山步道,北回歸線,2,43,80,29.72,30.75
海岸南海八街口,靜浦教會,2,16,78,52.22,64.13
豐濱監工站,長光,2,59,94,35.96,33.81
南埔加油站,立德,2,11,62,45.86,49.21
海岸南海十一街口,靜浦國小,2,17,77,50.82,63
水璉一街,豐濱,2,33,60,22.3,24.11
大灣,北石梯坪,2,63,69,3.77,10.2
明禮國小,深橋,2,4,56,43.83,48.64
海岸東海十五街口,獅子山,2,12,73,52.88,63.53
靜浦國小,三間屋,2,77,89,13.13,7.64
中華路,北美山,2,5,116,106.76,100.85
海岸南海二街口,蕃薯寮休息區,2,14,36,20.68,25.73
新社梯田,石梯漁港,2,47,67,19.86,19.08
石梯坪遊憩區,長濱分駐所,2,68,96,28.46,22.65
豐濱,三富橋,2,60,81,19.65,20.55
中華路,重安,2,5,112,105.23,96.57
花蓮文創園區(中正),12號橋,2,6,31,23.66,20.36
長濱鄉衛生所,長濱鄉衛生所,2,102,102,0,0
新社梯田,靜浦教會,2,50,83,28.42,26.17
中福站,長光,2,7,94,81.1,82.29
帝君廟,大峯村,2,2,83,72.89,72.87
南竹湖,成功,2,109,126,8.77,22.79
石梯灣,靜浦,2,66,79,7.47,12.57
石梯坪遊憩區,寧埔社區,2,72,113,44.27,31.6
大石鼻山步道,新社國小,2,43,49,2.68,4.97
大石鼻山步道,三仙台遊憩區,2,43,118,69.79,65.18
鹽寮,獅子山,2,27,73,40.95,50.89
成功,成功,2,126,126,0,0
三間,長濱,2,95,100,10.35,4.56
中正國小,靜浦國小,2,8,77,61.03,67.1
新社,長濱,2,48,95,43.7,40.07
帝君廟,水璉,2,2,34,32.18,27.76
磯崎海水浴場,豐濱監工站,2,42,59,10.21,10.46
石門休憩區,三仙台遊憩區,2,68,125,50.9,50.89
中華路,橄樹腳教會,2,5,29,23.23,19.14
新莊,北東興,2,51,52,0.8,0.26
市民廣場,南埔加油站,2,3,11,11.17,3.44
豐濱監工站,城子埔,2,59,93,35.77,31.33
大港口,石雨傘,2,78,119,42.91,37.35
豐濱,城子埔,2,60,93,34.64,30.56
水璉,三仙台遊憩區,2,34,118,78.97,78.2
富光,豐濱監工站,2,55,59,3.86,1.57
蕃薯寮休息區,新莊,2,38,54,9.82,15.01
中福站,新莊,2,7,51,39.33,44.71
樟原,城子埔,2,86,93,11.87,7.7
帝君廟,新社國小,2,2,52,45.87,47.39
市民廣場,牛山,2,3,35,33.36,27.72
南福德,鹽寮,2,25,27,0.32,1.23
大石鼻山步道,新莊,2,43,51,3.71,6.35
奚卜蘭遊客中心,界橋,2,80,116,39.44,30.9
三間,竹湖國小,2,95,107,16.89,9.21
奚卜蘭遊客中心,重安,2,80,118,40.06,34.43
石梯漁港,白守蓮,2,71,124,49.07,46.52
鹽寮,靜浦教會,2,27,83,48,55.99
長虹橋,靜浦,2,79,84,4.11,2.11
長光,永福,2,99,105,5.89,4.81
千禧山莊,長濱,2,87,100,19.54,14.74
南埔加油站,靜埔B,2,11,82,60.56,68.65
花蓮文創園區(中正),水璉分隊,2,6,32,24.87,25.15
市民廣場,12號橋,2,3,31,27.43,22
海巡防,12號橋,2,28,31,1.83,4.23
中華路,大峯村,2,5,88,76.19,74.36
北回歸線,田組,2,85,104,27.39,17.73
海岸南海八街口,北立德,2,16,65,44.89,50.34
海洋公園,南石梯坪,2,23,74,43.46,55.12
市民廣場,深橋,2,3,60,51.2,51.23
南埔加油站,中華紙漿廠(海岸路),2,11,18,6.88,4.09
海岸南海十一街口,和南寺,2,17,26,7.82,9.26
中福站,蕃薯寮休息區,2,7,38,31.08,31.14
海岸南海十一街口,新社國小,2,17,52,28.97,40.45
真柄,田組,2,97,104,8.28,4.82
石梯坪遊憩區,月洞,2,72,75,1.94,1.16
南福德,石雨傘,2,25,119,87.01,92.07
鹽寮,北回歸線,2,27,85,49.09,56.86
鹽寮,長濱,2,27,100,72.65,72.65
中華路,小湖,2,5,49,40.28,44.16
港口,大港口,2,76,78,1.38,1.03
石梯坪遊憩區,石梯坪遊憩區,2,72,72,0,0
靜浦教會,北美山,2,83,122,39.94,37.78
真柄,長濱鄉公所,2,97,103,6.76,3.38
長濱鄉公所,永福,2,103,105,2.25,2.78
靜浦,北烏石鼻,2,84,114,36.01,27.2
帝君廟,水璉一街,2,2,33,29.71,27.57
明禮國小,北烏石鼻,2,4,114,106.14,99.38
北福德,成功,2,24,126,90.82,103.79
立德,南樟原,2,66,90,20.79,19.74
海岸東海十五街口,海岸南海二街口,2,12,14,2.47,0.81
帝君廟,石梯坪遊憩區,2,2,72,65.09,67.39
永福,成功,2,105,126,13.11,25.55
豐濱監工站,長濱,2,63,100,37.1,35.89
鹽寮,靜浦,2,27,84,48.75,56.17
深橋,田組,2,60,104,49.35,39.8
石梯坪遊憩區,八仙洞,2,72,92,21.17,12.86
海岸南海二街口,百齡,2,14,53,30.82,42.95
水璉一街,大石鼻山步道,2,33,45,12.18,14.31
石梯坪遊憩區,千禧山莊,2,72,87,12.91,7.4
靜埔B,長濱,2,82,100,25,17
千禧山莊,白守蓮,2,87,124,35.98,38.82
中華路,蜈蚣坑,2,5,37,32.54,29.98
中華路,三間屋,2,5,94,83.08,83.12
市民廣場,中正國小,2,3,8,5.89,2.4
海岸南海八街口,海洋公園,2,16,23,6.51,6.8
中福站,奚卜蘭遊客中心,2,7,80,65.35,69.12
中福站,磯崎,2,7,42,34.93,38.02
仁里橋,南樟原,2,9,90,74.39,74.84
小湖,豐濱,2,49,64,16.74,8.22
長濱分駐所,田組,2,101,104,3.15,1.78
中福站,牛山,2,7,36,30.36,28.36
立德,成功,2,66,126,53.16,59.99
海岸東海十五街口,奚卜蘭遊客中心,2,12,80,58.13,67.29
石梯漁港,獅子山,2,71,77,2.83,2.86
明禮國小,北美山,2,4,122,109.32,109.77
海岸南海八街口,大港口,2,16,78,52.22,64.13
八仙洞,成功,2,92,126,28.96,38.11
豐濱,重安,2,64,118,50.37,51.99
海洋公園,新社國小,2,23,52,22.93,34.34
明禮國小,海岸東海十五街口,2,4,12,9.46,3.37
豐濱,長濱鄉公所,2,64,103,39.07,36.05
靜埔B,三仙台遊憩區,2,82,125,41.88,41.89
明禮國小,磯崎,2,4,42,37.17,39.56
高山,新社,2,47,51,2.19,3.81
港口,三仙台遊憩區,2,76,125,47.13,45.07
仁里橋,花蓮轉運站,2,9,1,12.39,4.06
吉安分局,三間屋,2,10,94,76.32,81.13
海岸南海二街口,城山,2,14,110,92.04,92.45
鹽寮,成功,2,27,126,90.33,101.47
中正國小,牛山,2,8,36,29.41,27.94
葛瑪蘭民宿,豐濱,2,46,64,18.59,11.22
長濱分駐所,石雨傘,2,101,119,13.36,18.03
新莊,立德,2,54,66,15.41,9.79
中福站,海岸南海一街口,2,7,13,8.42,2.36
仁里橋,樟原,2,9,91,75.18,75.05
南石梯坪,靜浦教會,2,74,83,6.48,4.7
中正國小,吉安分局,2,8,10,3.83,0.73
新社梯田,富光,2,50,59,6.42,4.21
石梯坪遊憩區,長濱鄉公所,2,72,103,34.77,22.64
明禮國小,恩主公廟,2,4,61,52.55,51.49
海洋公園,豐濱監工站,2,23,63,37.49,40.59
北樟原,北八桑安,2,89,111,27.32,20.38
界橋,宜灣,2,116,117,0.3,1.45
花蓮大橋,大港口,2,19,78,49.15,60.51
高山,長光,2,47,99,53.33,44.68
月洞,寧埔社區,2,75,113,42.33,30.45
中正國小,嶺頂,2,8,21,14.12,8.44
仁里橋,中正國小,2,9,8,1.76,0.41
南埔加油站,永豐橋,2,11,58,38.61,46.33
花蓮文創園區(中正),石雨傘,2,6,119,106.99,105.64
仁里橋,石梯灣,2,9,70,56.15,62.9
中華紙漿廠(海岸路),豐濱,2,18,64,41.93,46.01
海岸南海八街口,蕃薯寮休息區,2,16,38,20.38,27.32
花蓮文創園區(中正),北東興,2,6,55,42.45,47.25
明禮國小,重安,2,4,118,107.65,105.09
南埔加油站,芭崎,2,11,39,26.49,30.57
仁里橋,南石梯坪,2,9,74,57.95,64.9
長虹橋,長濱分駐所,2,79,101,28.69,18.75
港口,長濱鄉公所,2,76,103,32.57,20.68
吉安分局,竹湖國小,2,10,107,93.55,90.6
海岸南海二街口,成功,2,14,126,99.79,113.3
中華路,12號橋,2,5,31,24.47,20.85
中正國小,牛寮坑,2,8,40,32.93,33.58
明禮國小,長濱鄉公所,2,4,103,96.35,89.15
蕃薯寮休息區,蕃薯寮休息區,2,38,38,0,0
花蓮文創園區(中正),八仙洞,2,6,92,81.67,78.17
立德,樟原,2,66,91,21.58,19.95
南福德,北回歸線,2,25,85,49.42,58.09
市民廣場,奚卜蘭遊客中心,2,3,80,70.28,71.09
磯崎海水浴場,石門休憩區,2,44,68,21.97,22
石梯坪遊憩區,靜埔B,2,72,82,7.45,5.15
深橋,小港,2,60,62,5.82,1.41
豐濱,石門休憩區,2,64,68,2.74,9.55
花蓮文創園區(中正),海巡防,2,6,28,21.84,16.13
中華路,南竹湖,2,5,109,102.68,93.97
仁里橋,恩主公廟,2,9,61,47.6,49.1
奚卜蘭遊客中心,千禧山莊,2,80,87,6.9,3.25
大石鼻山步道,石門,2,45,69,22.32,21.95
長濱鄉衛生所,八桑安,2,102,112,10.23,8.31
中正國小,八桑安,2,8,112,102.3,95.31
石梯坪遊憩區,靜浦國小,2,72,81,6.58,4.84
高山,長濱,2,47,100,54.66,46.2
南埔加油站,長濱鄉公所,2,11,103,87.88,86.14
海岸南海十一街口,靜埔B,2,17,82,55.63,65.59
石梯坪遊憩區,白守蓮,2,72,124,48.89,46.22
中福站,恩主公廟,2,7,61,50.31,49.94
中正國小,八仙洞,2,8,92,79.56,77.4
中正國小,磯崎道班房,2,8,43,34.67,37.94
石梯灣,成功,2,70,126,50.61,52.2
真柄,寧埔社區,2,97,113,16.27,12.34
南石梯坪,長濱鄉公所,2,74,103,33.45,21.86
帝君廟,新社梯田,2,2,50,44.47,46.69
南埔加油站,海巡防,2,11,28,14.44,14.33
石梯漁港,南樟原,2,71,90,17.95,11.01
新社,成功,2,51,126,70.14,71.22
港口,長光,2,76,99,28.93,18.66
中正國小,海岸東海十五街口,2,8,12,6.26,1.4
石梯坪遊憩區,石雨傘,2,72,119,46.49,40.34
海岸南海十一街口,小港,2,17,62,40.93,46.14
鹽寮,大港口,2,27,78,43.78,53.49
花蓮文創園區(中正),磯崎道班房,2,6,43,36.79,38.7
立德,石梯坪遊憩區,2,66,72,3.03,9.02
新社,新莊,2,51,54,1.57,1.44
奚卜蘭遊客中心,寧埔社區,2,80,113,38.27,27.45
中福站,高山,2,7,47,37.14,40.9
中華路,膽墁,1,5,109,102.68,93.97
仁里橋,砂脈橋,1,9,39,30.01,31.19
牛山,靜浦,1,35,79,35.35,42.78
八桑安,界橋,1,106,110,4.35,3.91
牛山,大港口,1,35,74,32.24,40
靜浦,石雨傘,1,79,113,39.84,28.05
明禮國小,海岸南海一街口,1,4,13,10.66,3.9
三間屋,三仙台遊憩區,1,89,118,30.3,28.37
富光,靜浦,1,55,79,22.49,21.61
仁里橋,南永福,1,9,100,89.08,86.27
海岸南海十一街口,月洞,1,17,71,47.99,60.14
奚卜蘭遊客中心,白守蓮,1,76,117,43.55,34.55
千禧山莊,城子埔,1,82,93,14.12,9.7
南永福,三仙台遊憩區,1,100,118,13.62,16.43
明禮國小,新社梯田,1,4,47,39.38,42.45
吉安分局,白守蓮,1,10,117,100.31,100.31
新社,樟原,1,48,86,31.3,29.64
吉安分局,南東興,1,10,53,35.72,44.43
石門,北石梯坪,1,65,69,2.88,7.25
帝君廟,月洞,1,2,71,64.9,67.09
南東興,長濱分駐所,1,53,96,45.72,38.16
長濱,長濱鄉公所,1,95,97,5.91,1.68
牛寮坑,新社,1,38,48,6.65,11.33
海岸南海十一街口,奚卜蘭遊客中心,1,17,76,50.37,62.4
帝君廟,蕃薯寮休息區,1,2,36,36.1,30.78
石梯坪遊憩區,大俱來,1,68,88,16.45,12.42
七七高地,小港,1,20,58,30.34,39.87
吉安分局,磯崎海水浴場,1,10,42,30.15,36.86
中正國小,水璉,1,8,34,25.49,24.92
明禮國小,八仙洞,1,4,87,74.49,73.91
重安,小港,1,112,115,1.17,3.3
磯崎道班房,小港,1,41,115,70.29,61.82
吉安分局,海岸南海八街口,1,10,16,5.91,2.66
吉安分局,寧埔社區,1,10,107,93.55,90.6
帝君廟,寧埔社區,1,2,107,104.08,94.18
中正國小,白守蓮,1,8,117,104.14,101.04
獅子山,長濱分駐所,1,73,96,26.14,18.4
小港,北石梯坪,1,58,69,13.62,13.62
靜浦國小,白守蓮,1,77,117,43.11,33.94
海岸南海十一街口,北真柄,1,17,91,66.73,71.37
城子埔,竹湖,1,93,102,12.11,7.62
海岸南海八街口,北回歸線,1,16,80,54.65,65.29
海洋公園,北回歸線,1,23,80,48.15,58.49
海岸南海八街口,豐濱監工站,1,16,59,34.45,44.66
南埔加油站,靜浦國小,1,11,77,55.75,66.07
中華紙漿廠(海岸路),大石鼻山步道,1,18,43,22.51,32.81
新社梯田,獅子山,1,47,73,22.96,24.45
明禮國小,大峯村,1,4,83,69.39,71.99
中華紙漿廠(海岸路),北立德,1,18,61,37.2,44.39
南埔加油站,田組,1,11,98,81.71,83.53
石梯灣,獅子山,1,66,73,3.79,9.41
牛寮坑,牛寮坑,1,38,38,0,0
小港,小港,1,115,115,0,0
海岸東海十五街口,水璉一街,1,12,33,16.75,23.32
七七高地,三仙台遊憩區,1,20,118,90.92,95.62
深橋,靜浦教會,1,56,78,21.34,20.85
鹽寮,石梯坪遊憩區,1,27,68,38.63,46.65
永福,三仙台遊憩區,1,99,118,14.95,17.96
海岸南海二街口,磯崎道班房,1,14,41,24.45,34.58
吉安分局,竹湖,1,10,102,88.24,86.27
中正國小,月洞,1,8,71,58.2,64.24
玉水橋,三仙台遊憩區,1,114,118,1.52,5.71
真柄,真柄,1,92,92,0,0
大港口,城子埔,1,74,93,20.25,14.07
石門休憩區,白守蓮,1,64,117,50.05,49.91
帝君廟,海岸南海四街口,1,2,15,16.26,5.42
月洞,月洞,1,71,71,0,0
南埔加油站,三富橋,1,11,81,59.69,68.34
南樟原,城子埔,1,85,93,12.67,8.49
花蓮文創園區(中正),寧埔社區,1,6,107,99.5,92.1
海岸南海四街口,高山,1,15,45,25.63,36.46
獅子山,奚卜蘭遊客中心,1,73,76,1.44,1.57
北石梯坪,南石梯坪,1,69,70,0.39,2.33
花蓮大橋,月洞,1,19,71,45.39,57.23
海岸南海四街口,新社國小,1,15,49,27.79,40.33
獅子山,靜浦國小,1,73,77,1.88,2.18
靜浦教會,三富橋,1,78,81,3,1.85
長虹橋,長光,1,75,94,19.82,16.17
明禮國小,八桑安,1,4,106,99.63,92.72
海岸南海一街口,豐濱監工站,1,13,59,36.73,46.12
北真柄,八桑安,1,91,106,19.49,15.29
明禮國小,磯崎道班房,1,4,41,36.38,38.76
明禮國小,樟原,1,4,86,71.28,73.66
海岸南海四街口,磯崎,1,15,40,23.37,31.01
磯崎道班房,豐濱監工站,1,41,59,11.01,11.26
花蓮文創園區(中正),田組,1,6,98,89.11,85.34
花蓮文創園區(中正),橄樹腳教會,1,6,29,22.42,18.65
磯崎道班房,靜浦國小,1,41,77,27.84,30.31
南福德,靜浦教會,1,25,78,44.1,54.72
中福站,水璉,1,7,34,26.44,25.34
牛寮坑,百齡,1,38,50,7.64,13.13
海岸南海八街口,深橋,1,16,56,30.89,43.28
靜浦教會,長光,1,78,94,18.18,14.34
海岸南海二街口,靜浦國小,1,14,77,52.3,64.89
獅子山,長虹橋,1,73,75,1.19,0.77
海岸南海八街口,港口,1,16,72,48.64,61.14
北回歸線,三間屋,1,80,89,9.76,6.06
花蓮文創園區(中正),中福站,1,6,7,1.16,0.34
水璉一街,靜浦教會,1,33,78,38.95,42.8
靜浦教會,八仙洞,1,78,87,9.33,4.42
花蓮大橋,新社,1,19,48,23.97,35.03
大港口,大港口,1,74,74,0,0
南福德,靜浦,1,25,79,44.96,55.29
水璉,靜浦教會,1,34,78,36.48,42.61
磯崎,新社國小,1,40,49,4.42,9.33
大港口,三仙台遊憩區,1,74,118,44.75,37.8
和南寺,水璉一街,1,26,33,4.98,11.37
吉安分局,城子埔,1,10,93,76.13,78.65
北石梯坪,靜浦教會,1,69,78,4.46,6.54
立德,北樟原,1,62,84,15.8,19.96
白守蓮,白守蓮,1,117,117,0,0
三富橋,三間屋,1,81,89,9.19,5.37
海岸南海十一街口,北回歸線,1,17,80,54.18,64.59
宜灣,宜灣,1,111,111,0,0
牛寮坑,北回歸線,1,38,80,34.27,37.97
牛山,三仙台遊憩區,1,35,118,76.99,77.8
中福站,三富橋,1,7,81,65.92,69.8
城子埔,城子埔,1,93,93,0,0
大峯村,真柄,1,83,92,13.37,7.38
北石梯坪,北回歸線,1,69,80,6.88,7.7
三富橋,城子埔,1,81,93,14.99,10.01
12號橋,石梯坪遊憩區,1,31,68,35.27,41.09
12號橋,豐濱,1,31,60,23.77,29.23
12號橋,磯崎,1,31,40,11.38,13.98
親不知子海上古道,豐濱,1,46,60,9.82,8.92
海洋公園,磯崎海水浴場,1,23,42,17.73,27.39
中正國小,芭崎,1,8,37,29.62,28.73
靜浦,北美山,1,79,116,41.01,31.5
竹湖,三仙台遊憩區,1,102,118,12.39,16.11
市民廣場,明禮國小,1,3,4,2.69,0.43
南埔加油站,樟原,1,11,86,62.81,70.65
靜浦,膽墁,1,79,109,36.93,24.62
中正國小,北回歸線,1,8,80,64.4,68.69
花蓮文創園區(中正),南樟原,1,6,85,69.4,71.66
花蓮文創園區(中正),中華路,1,6,5,0.81,0.49
明禮國小,城子埔,1,4,93,83.15,81.36
月洞,城子埔,1,71,93,21.76,15.14
長濱鄉公所,竹湖,1,97,102,5.67,3.2
海洋公園,立德,1,23,62,34.89,40.04
明禮國小,富光,1,4,55,43.53,48.46
吉安分局,北樟原,1,10,84,63.1,69.47
吉安分局,長虹橋,1,10,75,56.5,64.96
市民廣場,小港,1,3,58,49.77,49.76
花蓮大橋,獅子山,1,19,73,46.33,57.91
海岸南海十一街口,獅子山,1,17,73,48.93,60.83
鹽寮,豐濱,1,27,60,27.13,34.8
大峯村,城山,1,83,104,28.48,18.61
大峯村,南樟原,1,83,85,1.09,0.88
白守蓮,市民廣場,1,117,3,110.03,103.44
海岸南海八街口,水璉,1,16,34,15.74,21.52
靜浦國小,長濱鄉公所,1,77,97,25.37,16.7
水璉,北回歸線,1,34,80,38.91,43.77
海岸南海二街口,三仙台遊憩區,1,14,118,95.73,100.91
八仙洞,三仙台遊憩區,1,87,118,33.16,31.17
帝君廟,北真柄,1,2,91,83.63,78.31
中華紙漿廠(海岸路),北東興,1,18,52,27.02,39.42
明禮國小,大坑,1,4,22,18.11,11.44
海岸南海四街口,永豐橋,1,15,54,30.39,43.16
中正國小,奚卜蘭遊客中心,1,8,76,60.59,66.5
北八桑安,三仙台遊憩區,1,105,118,9.06,13.15
和南寺,長濱分駐所,1,26,96,67.25,69.97
砂脈橋,大港口,1,39,74,27.94,33.71
海岸南海一街口,長濱,1,13,95,73.02,80.19
磯崎海水浴場,三仙台遊憩區,1,42,118,70.48,65.53
帝君廟,花蓮大橋,1,2,19,19.51,9.86
大石鼻山步道,親不知子海上古道,1,43,46,0.82,1.97
磯崎海水浴場,北石梯坪,1,42,69,23.53,23.4
長光,竹湖,1,94,102,11.92,5.14
長虹橋,三仙台遊憩區,1,75,118,44.13,37.42
城子埔,北烏石鼻,1,93,108,17.9,12.67
